"PERSON";"REG_ADDR_KOATUU";"OPER_CODE";"OPER_NAME";"D_REG";"DEP_CODE";"DEP";"BRAND";"MODEL";"VIN";"MAKE_YEAR";"COLOR";"KIND";"BODY";"PURPOSE";"FUEL";"CAPACITY";"OWN_WEIGHT";"TOTAL_WEIGHT";"N_REG_NEW"
"P";"4611800000";"250";"ВИДАЧА ТИМЧАСОВОГО РЕЄСТР ТАЛОНУ ПО ДОРУЧЕННЮ ЧИ ІНШОГО ДОКУМ.ПРАВОКОРИСТУВАННЯ ";08.12.2022;12312;"ТСЦ 4646";"VOLKSWAGEN";"LT 55";"WV2ZZZ21ZNH009273";1992;"ЗЕЛЕНИЙ";"АВТОБУС";"АВТОБУС";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2383;3560;5650;"ВС6418ЕМ"
"P";"7124988701";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";28.01.2022;12298;"ТСЦ 3541";"MERCEDES-BENZ";"VITO 110 D";"VSA63809413262824";2000;"СІРИЙ";"ВАНТАЖНИЙ";"ФУРГОН";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2148;1740;2700;"ВА1593ЕТ"
"J";"8039100000";"319";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВОГО ВЛАСНИКА ЗА АКТОМ ПРИЙОМУ-ПЕРЕДАЧІ";06.01.2022;12371;"ТСЦ 6841";"SKODA";"OCTAVIA";"TMBDE01U74B012452";2004;"БІЛИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1984;1200;1820;"ВХ4667НЕ"
"P";"1811000000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";18.10.2022;12257;"ТСЦ 1844";"CITROEN";"JUMPY";"VF7BYRHXB86097498";2004;"БІЛИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1997;1401;2330;"АМ2695НІ"
"P";"3210500000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";26.08.2022;12295;"ТСЦ 8046";"VOLKSWAGEN";"TIGUAN";"WVGZZZ5NZCW571720";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";1984;1563;2260;"КА0792НІ"
"P";"4610100000";"340";"ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА(БЕЗ ЗМІНИ РЕГІОНУ РЕЄСТРАЦІЇ)";30.11.2022;14147;"ТСЦ 4649";"SEAT";"LEON";"VSSZZZ1PZBR076932";2011;"БІЛИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1390;1302;1819;"ВС8631ЕІ"
"P";"3220489501";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";11.01.2022;12281;"ТСЦ 3242";"VOLKSWAGEN";"TRANSPORTER";"WV1ZZZ7HZ7H072958";2007;"БІЛИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1896;1890;2800;"АІ7077СМ"
"P";"7110100000";"322";"ПЕРЕРЕЄСТРАЦIЯ ТЗ НА НОВ. ВЛАС. ПО УСПАДКУВАННЮ ЗА ЗАКОНОМ ЧИ ЗНЯТТЯМ З ОБЛІКУ В ОРГАНАХ СОЦЗАХИСТУ";14.10.2022;12377;"ТСЦ 7141";"SKODA";"SUPERB";"TMBAL63U189008547";2007;"СІРИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1781;1567;2069;"СА3222ВН"
"P";"5623410100";"401";"ПЕРЕРЕЄСТРАЦІЯ ТЗ ПРИ ПЕРЕОБЛ.І ІЗ ЗАМ.КУЗОВА(ШАСІ) ЗА ПОГОДЖЕННЯМ";18.10.2022;12235;"ТСЦ 0741";"MERCEDES-BENZ";"SPRINTER 616 CDI";"WDB6114681P267967";2005;"БІЛИЙ";"ВАНТАЖНИЙ";"ФУРГОН (З ГІДРОБОРТОМ)";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2900;3200;5990;"АВ0664КА"
"P";"1825285801";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";24.12.2022;12254;"ТСЦ 1841";"TOYOTA";"HIGHLANDER";"JTEES42A902203269";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";3456;2062;2720;"КІ0700ВІ"
"P";"1413270600";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";19.02.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"CHEVROLET";"LACETTI";"KL1NF486E7K627086";2007;"СИНІЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1598;1378;1650;"АН6204КР"
"P";"8036600000";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";20.09.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"CITROEN";"C4";"VF7NC9HR8CY579476";2012;"СИНІЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1560;1205;1825;"АА5462РВ"
"P";"2110100000";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";03.09.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"YAMAHA";"DRAG STAR";"4TR105742";1998;"ЧЕРВОНИЙ";"МОТОЦИКЛ";"МОТОЦИКЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";398;235;350;"АО0026АВ"
"P";"7310100000";"320";"ПЕРЕРЕЄСТРАЦIЯ НА НОВ. ВЛАС. ЗА ДОГ. ДАРУВАННЯ (ОФОРМЛЕНО НОТАРІАЛЬНО)";20.07.2022;12388;"ТСЦ 7341";"HYUNDAI";"I30";"TMADB81DACJ094626";2012;"СІРИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1591;1361;1820;"СЕ1528ВО"
"P";"7310100000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";30.04.2022;12371;"ТСЦ 6841";"PEUGEOT";"107";"VF3PNCFB0CR004444";2012;"СИНІЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";998;840;1190;"ВХ7380НН"
"P";"6822487101";"402";"ПЕРЕРЕЄСТРАЦІЯ ТЗ ПРИ ПЕРЕОБЛI.(ЗАМІНА ТИПУ, ПОТУЖ. ДВИГ.)ЗА ПОГОДЖЕННЯМ";17.11.2022;12373;"ТСЦ 6843";"БАЗ";"А079.23";"Y7FA0792360002547";2006;"БІЛИЙ";"АВТОБУС";"АВТОБУС";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";4580;5580;7730;"ВХ8770ВН"
"P";"3221485803";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";26.07.2022;12380;"ТСЦ 7144";"GEELY";"MAPLE";"LJU8844S8CS019434";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1792;1240;1610;"СА6228ІР"
"P";"6822487101";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";05.04.2022;12373;"ТСЦ 6843";"OPEL";"COMBO";"W0L0XCF2543032666";2004;"БІЛИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1700;1380;1965;"ВХ1730НЕ"
"P";"6510700000";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";20.01.2022;12369;"ТСЦ 6545";"NETAM";"NEFO-1155";"XMH0NCR00SNF42763";1995;"СІРИЙ";"НАПІВПРИЧІП";"Н/ПР-БОРТОВИЙ-ТЕНТОВАНИЙ";"ЗАГАЛЬНИЙ";"";;9050;39000;"ВТ3919ХО"
"P";"5123755800";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";19.07.2022;13362;"ТСЦ 5150";"BMW";"X5";"WBAFB51030LU56246";2005;"СІРИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";4398;1631;2700;"ВН0204РР"
"P";"3210700000";"329";"ПЕРЕРЕЄСТРАЦІЯ ТЗ ЗА ДОГОВОРОМ ФІНАНСОВОГО ЛІЗИНГУ ТА ДКП ПРЕДМЕТА ЛІЗИНГУ";09.08.2022;12296;"ТСЦ 8047";"TOYOTA";"SEQUOIA";"5TDBY67A48S012762";2008;"СІРИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";5663;2595;3300;"КА9286ІЕ"
"P";"8038500000";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";16.10.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"CITROEN";"C4";"VF7NC9HJCCY577576";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1560;1248;1712;"КА3997ВО"
"P";"8038500000";"284";"НАЛЕЖНИЙ КОРИСТУВАЧ. ВИКЛЮЧЕННЯ ВІДОМОСТЕЙ";30.12.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"CITROEN";"C4";"VF7NC9HJCCY577576";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1560;1248;1712;"КА3997ВО"
"P";"1410100000";"410";"ПЕРЕРЕЄСТРАЦІЯ ПРИ ЗАМІНІ НОМЕРНОГО ЗНАКУ";31.05.2022;12321;"ТСЦ 5141";"FORD";"FIESTA";"WF0JXXGAJJCD32353";2012;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1399;1241;1540;"ВН9403РЕ"
"P";"2312500000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";05.01.2022;12272;"ТСЦ 2346";"AUDI";"Q5";"WAUZZZ8RXBA108012";2011;"КОРИЧНЕВИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";1984;1830;2365;"АР1202ІТ"
"P";"0510900000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";08.10.2022;12233;"ТСЦ 0545";"CITROEN";"JUMPY";"VF7ZARMFA17166964";2003;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"ВАНТАЖОПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2197;1630;2900;"АВ2355КА"
"P";"8039100000";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";18.11.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"NISSAN";"X-TRAIL";"JN1TBNT31U0015500";2008;"БІЛИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";2184;1530;2000;"АА6164МЕ"
"P";"2624884401";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";09.11.2022;12276;"ТСЦ 2641";"TOYOTA";"CAMRY";"JTNBE40K303178787";2008;"ЧОРНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";2362;1590;1985;"АТ1282НР"
"P";"4610100000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";17.08.2022;12371;"ТСЦ 6841";"RENAULT";"KANGOO";"VF1FW0BC541420258";2009;"БІЛИЙ";"ЛЕГКОВИЙ";"ПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1461;1330;2077;"ВХ9770НН"
"P";"4625587202";"340";"ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА(БЕЗ ЗМІНИ РЕГІОНУ РЕЄСТРАЦІЇ)";04.11.2022;12307;"ТСЦ  4641";"AUDI";"Q5";"WAUZZZ8R0CA117402";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1968;1873;2430;"ВС6530НС"
"P";"8036100000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";09.11.2022;12383;"ТСЦ 7441";"DAF";"CF 65.250";"XLRAE65CC0E603431";2003;"ЧЕРВОНИЙ";"ВАНТАЖНИЙ";"ФУРГОН";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";6240;7500;19000;"СВ5447ЕІ"
"P";"8036400000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";09.12.2022;13960;"ТСЦ 8048";"MERCEDES-BENZ";"S 500";"WDD2211941A477516";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";4663;2165;2700;"КА1075ІС"
"P";"6825583203";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";14.07.2022;12375;"ТСЦ 6845";"ЗАЗ";"VIDA";"Y6DSF69Y0C0000483";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1498;1157;1450;"ВХ6454НІ"
"P";"6810100000";"340";"ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА(БЕЗ ЗМІНИ РЕГІОНУ РЕЄСТРАЦІЇ)";12.11.2022;12371;"ТСЦ 6841";"HYUNDAI";"ELANTRA";"KMHDH41CBCU536456";2012;"СІРИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1591;1305;1800;"ВХ6504ЕМ"
"P";"7410100000";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";21.01.2022;12383;"ТСЦ 7441";"AUDI";"A6";"WAUZZZ4AZTN087018";1996;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";2598;1685;2140;"СВ2987ЕЕ"
"P";"7121810100";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";28.01.2022;12377;"ТСЦ 7141";"SKODA";"OCTAVIA A5";"TMBCA41Z9CB158912";2012;"ЗЕЛЕНИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1595;1279;1880;"СА6559ІК"
"J";"8039100000";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";05.02.2022;12371;"ТСЦ 6841";"MAZDA";"E 2200";"JMZSR8L3200805736";1998;"СІРИЙ";"ЛЕГКОВИЙ";"ВАНТАЖОПАСАЖИРСЬКИЙ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2200;1400;2000;"ВХ5124ЕР"
"J";"6825087201";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";13.07.2022;12371;"ТСЦ 6841";"ЗАЗ";"SENS";"Y6DTF698KC0298979";2011;"ЗЕЛЕНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";1299;1070;1400;"ВХ4147НІ"
"P";"8036400000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";29.12.2022;12294;"ТСЦ 8045";"VOLVO";"C30";"YV1MK434BC2284846";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1999;1390;1770;"КА8801КЕ"
"P";"7110136400";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";08.09.2022;12377;"ТСЦ 7141";"TOYOTA";"RAV4";"JTMBE31V20D090931";2012;"КОРИЧНЕВИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1987;1605;2110;"СА5847ІР"
"P";"1210100000";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";08.07.2022;12241;"ТСЦ 1242";"PORSCHE";"BOXSTER";"WP0ZZZ98ZDS100189";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"КУПЕ";"ЗАГАЛЬНИЙ";"БЕНЗИН";2706;1425;1625;"АЕ2599ТК"
"P";"5122786401";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";19.02.2022;12303;"ТСЦ 4442";"LAND ROVER";"RANGE ROVER SPORT";"SALLSAAE4AA234748";2010;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";4999;2701;3125;"ВН0990АТ"
"P";"3222486201";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";17.09.2022;12285;"ТСЦ 3246";"CITROEN";"C1SX";"VF7PNCFB089631102";2012;"СИНІЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";998;840;1240;"АІ3590ОК"
"P";"2623684101";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";11.02.2022;12278;"ТСЦ 2643";"BMW";"520";"WBAHB51080BD55978";1991;"ЗЕЛЕНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН";2000;1400;1800;"АТ6922НЕ"
"P";"1225655100";"400";"ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI ДЛЯ РОБОТИ НА ГАЗОВОМУ ПАЛЬНОМУ";04.02.2022;12240;"ТСЦ 1241";"ЗАЗ";"LANOS";"Y6DTF69Y0C0306818";2012;"БЕЖЕВИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1498;1120;1400;"АЕ3885МА"
"P";"0510100000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";10.12.2022;12229;"ТСЦ 0541";"SKODA";"FABIA";"TMBGC46Y243922879";2003;"СИНІЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1984;1310;1615;"АВ8573КА"
"P";"6810400000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";06.05.2022;12373;"ТСЦ 6843";"KIA";"SPORTAGE";"KNAPB811DC7177482";2011;"БІЛИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1998;1476;1950;"ВХ3873НВ"
"P";"0723382401";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";25.05.2022;12236;"ТСЦ 0742";"VOLKSWAGEN";"TOUAREG";"WVGZZZ7LZ8D016604";2007;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";2967;1610;2304;"АС6396ЕТ"
"P";"5322084609";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";10.02.2022;13872;"ТСЦ 5348";"ВАЗ";"217030";"XTA217030C0355344";2012;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";1596;1128;1515;"ВІ0616НК"
"P";"0523084001";"340";"ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ АНКЕТНИХ ДАНИХ ВЛАСНИКА(БЕЗ ЗМІНИ РЕГІОНУ РЕЄСТРАЦІЇ)";13.08.2022;12286;"ТСЦ 3247";"TOYOTA";"LAND CRUISER";"JTEHT05J102087435";2005;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";4664;2510;3260;"АІ9897ОМ"
"P";"0525386901";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";01.10.2022;12229;"ТСЦ 0541";"TOYOTA";"CAMRY";"4T1BE46K99U332059";2008;"СІРИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"БЕНЗИН АБО ГАЗ";2362;1548;1935;"АВ0206ІС"
"P";"4622782501";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";08.12.2022;12307;"ТСЦ  4641";"PEUGEOT";"EXPERT";"VF3XTRHKH64130716";2007;"СІРИЙ";"ВАНТАЖНИЙ";"ФУРГОН";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1997;1777;2902;"ВС1007РІ"
"P";"0521210103";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";29.09.2022;12296;"ТСЦ 8047";"VOLKSWAGEN";"POLO";"WVWZZZ6RZCY177122";2012;"БІЛИЙ";"ЛЕГКОВИЙ";"ХЕТЧБЕК";"ЗАГАЛЬНИЙ";"БЕНЗИН";1390;1029;1620;"КА0785ІС"
"J";"7124989001";"350";"ПЕРЕРЕЄСТРАЦIЯ У ЗВ`ЯЗКУ ЗI ЗМIНОЮ НАЗВИ ОРГАНIЗАЦIЇ";26.10.2022;12377;"ТСЦ 7141";"БОГДАН";"А-09202";"Y7BA092028B000543";2008;"ЖОВТИЙ";"АВТОБУС";"АВТОБУС";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";4570;5300;8230;"СА1107АА"
"P";"6822455800";"308";"ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ)";27.01.2022;12373;"ТСЦ 6843";"NISSAN";"PRIMASTAR";"VSKF4ABA5UY554870";2004;"БІЛИЙ";"ВАНТАЖНИЙ";"ФУРГОН";"СПЕЦІАЛІЗОВАНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1870;1752;2700;"ВХ0535НЕ"
"P";"5625410100";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";13.08.2022;12339;"ТСЦ 5643";"VOLKSWAGEN";"PASSAT";"WVWZZZ3CZCP073202";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"СЕДАН";"ЗАГАЛЬНИЙ";"ДИЗЕЛЬНЕ ПАЛИВО";1968;1560;2130;"ВК7487НХ"
"P";"8038900000";"315";"ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ";22.11.2022;12293;"ТСЦ 8044";"TOYOTA";"RAV4";"JTMBE31V40D081566";2012;"ЧОРНИЙ";"ЛЕГКОВИЙ";"УНІВЕРСАЛ";"ЗАГАЛЬНИЙ";"БЕНЗИН";1987;1690;2100;"КА1938ІК"
"P";"3510100000";"254";"НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ";10.09.2022;10000;"OLD_ДДАІ МВС УКРАЇНИ";"HYUNDAI";"GENESIS COUPE";"KMHHT61DBCU084105";2012;"ЧЕРВОНИЙ";"ЛЕГКОВИЙ";"КУПЕ";"ЗАГАЛЬНИЙ";"БЕНЗИН";1998;1525;2025;"ВА4468АА"
